user_id,call_start,call_duration_min
user_1418,9/15/2020 4:00:00,6.101654002
user_1431,9/15/2020 0:00:00,7.807190972
user_1435,9/15/2020 15:00:00,8.102422396
user_1442,9/15/2020 7:00:00,4.147640628
user_1443,9/15/2020 14:00:00,7.325980572
user_1449,9/15/2020 12:00:00,3.512798756
user_1450,9/15/2020 10:00:00,1.376010506
user_1451,9/15/2020 5:00:00,7.709242881
user_1460,9/15/2020 20:00:00,7.98667553
user_1461,9/15/2020 6:00:00,0.91368837
user_1466,9/15/2020 1:00:00,0.117738623
user_1468,9/15/2020 20:00:00,5.17446347
user_1476,9/15/2020 23:00:00,3.614934954
user_1478,9/15/2020 9:00:00,9.504307792
user_1480,9/15/2020 9:00:00,0.4353553456
user_149,9/15/2020 20:00:00,1.91512963
user_1496,9/15/2020 14:00:00,1.882797023
user_1497,9/15/2020 23:00:00,5.198187808
user_150,9/15/2020 7:00:00,8.083194676
user_1504,9/15/2020 12:00:00,4.714896676
user_1506,9/15/2020 12:00:00,5.463590299
user_1509,9/15/2020 9:00:00,2.795438582
user_1515,9/15/2020 3:00:00,8.719040007
user_1517,9/15/2020 15:00:00,5.68715455
user_1520,9/15/2020 17:00:00,7.631151425
user_1529,9/15/2020 0:00:00,7.276132127
user_1534,9/15/2020 16:00:00,9.14148967
user_1538,9/15/2020 9:00:00,9.228568493
user_1542,9/15/2020 4:00:00,7.816139645
user_1553,9/15/2020 0:00:00,0.7497070863
user_1560,9/15/2020 20:00:00,1.828684906
user_1563,9/15/2020 5:00:00,7.104988598
user_1564,9/15/2020 20:00:00,9.933468617
user_1573,9/15/2020 15:00:00,4.439363456
user_1574,9/15/2020 9:00:00,7.72621664
user_1578,9/15/2020 11:00:00,7.596551981
user_1580,9/15/2020 7:00:00,8.45308923
user_1582,9/15/2020 17:00:00,6.691743534
user_1587,9/15/2020 2:00:00,6.421477451
user_1601,9/15/2020 1:00:00,9.521371787
user_1608,9/15/2020 15:00:00,5.907053218
user_1610,9/15/2020 18:00:00,8.676022093
user_1614,9/15/2020 14:00:00,8.593680542
user_1616,9/15/2020 21:00:00,0.9122900179
user_1626,9/15/2020 1:00:00,0.8089931643
user_1630,9/15/2020 1:00:00,9.172857159
user_1633,9/15/2020 5:00:00,2.943221248
user_1636,9/15/2020 5:00:00,5.138744423
user_1641,9/15/2020 0:00:00,6.807856518
user_165,9/15/2020 2:00:00,8.652482307
user_1651,9/15/2020 15:00:00,8.681006968
user_1657,9/15/2020 4:00:00,4.345885686
user_1667,9/15/2020 12:00:00,2.305937386
user_167,9/15/2020 8:00:00,0.7025455084
user_1671,9/15/2020 17:00:00,5.097835895
user_1672,9/15/2020 20:00:00,1.22564881
user_1675,9/15/2020 7:00:00,4.741948008
user_1685,9/15/2020 2:00:00,5.790136034
user_1689,9/15/2020 16:00:00,1.735860213
user_1691,9/15/2020 3:00:00,5.339570011
user_1694,9/15/2020 18:00:00,5.273080488
user_1699,9/15/2020 3:00:00,8.328756781
user_1709,9/15/2020 5:00:00,6.24861869
user_171,9/15/2020 15:00:00,9.480714759
user_1710,9/15/2020 3:00:00,7.685706214
user_1717,9/15/2020 5:00:00,3.06983923
user_1726,9/15/2020 17:00:00,2.163078896
user_1740,9/15/2020 10:00:00,4.892157416
user_1756,9/15/2020 23:00:00,0.02256992836
user_1762,9/15/2020 11:00:00,0.9497207262
user_1764,9/15/2020 6:00:00,5.446582904
user_1766,9/15/2020 23:00:00,1.552039858
user_1768,9/15/2020 15:00:00,8.635035416
user_1773,9/15/2020 17:00:00,7.696829561
user_1790,9/15/2020 17:00:00,7.033542606
user_1791,9/15/2020 5:00:00,1.190303757
user_180,9/15/2020 2:00:00,2.15213965
user_1812,9/15/2020 6:00:00,0.7401590164
user_1820,9/15/2020 17:00:00,8.281182372
user_1821,9/15/2020 0:00:00,6.219778667
user_1829,9/15/2020 17:00:00,7.203924442
user_1830,9/15/2020 8:00:00,1.25893187
user_1837,9/15/2020 4:00:00,7.700583971
user_1840,9/15/2020 23:00:00,7.344379471
user_1845,9/15/2020 8:00:00,8.644706201
user_185,9/15/2020 19:00:00,8.574688314
user_1852,9/15/2020 19:00:00,0.2487369722
user_186,9/15/2020 2:00:00,6.249750984
user_1860,9/15/2020 17:00:00,4.492658246
user_1864,9/15/2020 10:00:00,3.510861849
user_1865,9/15/2020 16:00:00,4.969255386
user_1868,9/15/2020 15:00:00,7.486767409
user_1883,9/15/2020 6:00:00,9.835274976
user_1884,9/15/2020 7:00:00,5.831227175
user_1885,9/15/2020 5:00:00,2.833870776
user_1888,9/15/2020 7:00:00,5.425883847
user_1894,9/15/2020 13:00:00,4.545995829
user_1898,9/15/2020 5:00:00,8.417441438
user_190,9/15/2020 15:00:00,4.263766645
user_1901,9/15/2020 23:00:00,7.990401835
user_1907,9/15/2020 14:00:00,6.815467331
user_1916,9/15/2020 5:00:00,7.457222009
user_1922,9/15/2020 7:00:00,4.999274962
user_1929,9/15/2020 22:00:00,8.769300799
user_193,9/15/2020 12:00:00,8.221625438
user_1940,9/15/2020 17:00:00,3.588535991
user_1943,9/15/2020 22:00:00,9.738402038
user_1946,9/15/2020 19:00:00,3.065358538
user_1948,9/15/2020 22:00:00,6.345983244
user_1957,9/15/2020 0:00:00,3.681501245
user_1958,9/15/2020 9:00:00,5.279110047
user_1960,9/15/2020 1:00:00,1.45186494
user_1961,9/15/2020 17:00:00,7.789212029
user_1963,9/15/2020 23:00:00,6.738529964
user_1964,9/15/2020 0:00:00,8.777232951
user_1970,9/15/2020 11:00:00,6.491308587
user_1975,9/15/2020 1:00:00,7.847309913
user_1986,9/15/2020 16:00:00,0.2545729779
user_1989,9/15/2020 13:00:00,2.171354969
user_1993,9/15/2020 18:00:00,4.411997261
user_202,9/15/2020 9:00:00,3.08034695
user_2020,9/15/2020 18:00:00,5.30314958
user_2024,9/15/2020 3:00:00,0.827936242
user_2032,9/15/2020 19:00:00,3.743649916
user_2034,9/15/2020 21:00:00,9.538991479
user_2035,9/15/2020 19:00:00,9.600177565
user_2038,9/15/2020 5:00:00,3.02442288
user_2039,9/15/2020 0:00:00,7.180574497
user_2041,9/15/2020 16:00:00,2.509713416
user_2044,9/15/2020 10:00:00,7.84644737
user_2052,9/15/2020 10:00:00,7.015031209
user_2053,9/15/2020 10:00:00,1.271127426
user_2083,9/15/2020 15:00:00,3.297769588
user_2087,9/15/2020 13:00:00,7.760906651
user_209,9/15/2020 20:00:00,4.113348716
user_2106,9/15/2020 18:00:00,0.9247243181
user_2109,9/15/2020 15:00:00,4.787781241
user_211,9/15/2020 18:00:00,8.390759643
user_2110,9/15/2020 22:00:00,9.477848794
user_2111,9/15/2020 22:00:00,2.18275495
user_2115,9/15/2020 4:00:00,0.3049090178
user_2117,9/15/2020 23:00:00,4.520702095
user_212,9/15/2020 4:00:00,7.10086698
user_2125,9/15/2020 21:00:00,7.217327554
user_2127,9/15/2020 12:00:00,9.645342225
user_2129,9/15/2020 10:00:00,7.302451431
user_2134,9/15/2020 5:00:00,1.878544122
user_2146,9/15/2020 8:00:00,0.1018517907
user_2151,9/15/2020 8:00:00,2.05301936
user_2159,9/15/2020 19:00:00,6.587049928
user_2162,9/15/2020 21:00:00,9.57868818
user_2163,9/15/2020 18:00:00,0.5400420553
user_2169,9/15/2020 20:00:00,8.390196618
user_2170,9/15/2020 15:00:00,4.866258537
user_2176,9/15/2020 22:00:00,5.025466531
user_2177,9/15/2020 7:00:00,5.44500576
user_2179,9/15/2020 19:00:00,3.782688975
user_2184,9/15/2020 4:00:00,6.215674254
user_2217,9/15/2020 3:00:00,9.88428853
user_2218,9/15/2020 21:00:00,5.027657668
user_2221,9/15/2020 8:00:00,7.616309735
user_2224,9/15/2020 11:00:00,6.181041736
user_2227,9/15/2020 0:00:00,4.057196045
user_2230,9/15/2020 9:00:00,0.8837756488
user_2243,9/15/2020 23:00:00,9.919237673
user_2244,9/15/2020 9:00:00,0.1605537423
user_2245,9/15/2020 10:00:00,8.888524732
user_2246,9/15/2020 1:00:00,8.461599236
user_2247,9/15/2020 4:00:00,1.885742646
user_2252,9/15/2020 11:00:00,8.509764053
user_226,9/15/2020 4:00:00,6.132564535
user_2263,9/15/2020 17:00:00,5.246944548
user_2271,9/15/2020 22:00:00,3.579906211
user_2279,9/15/2020 0:00:00,6.332064209
user_2295,9/15/2020 4:00:00,3.949386572
user_2302,9/15/2020 1:00:00,9.020385532
user_2310,9/15/2020 19:00:00,3.703675803
user_2314,9/15/2020 9:00:00,4.71650444
user_2318,9/15/2020 12:00:00,0.07196880525
user_2319,9/15/2020 18:00:00,7.621139535
user_2322,9/15/2020 3:00:00,4.721791956
user_2324,9/15/2020 19:00:00,8.046065843
user_2325,9/15/2020 16:00:00,2.727199373
user_2327,9/15/2020 4:00:00,2.794859342
user_2335,9/15/2020 14:00:00,1.606836169
user_2345,9/15/2020 0:00:00,8.923320185
user_2357,9/15/2020 8:00:00,1.895290353
user_2360,9/15/2020 18:00:00,5.907625668
user_2365,9/15/2020 16:00:00,4.000844256
user_2371,9/15/2020 18:00:00,8.246743405
user_2381,9/15/2020 1:00:00,7.056590313
user_2422,9/15/2020 9:00:00,2.576000976
user_2426,9/15/2020 20:00:00,9.685638862
user_2438,9/15/2020 11:00:00,3.019770275
user_2439,9/15/2020 11:00:00,2.701734632
user_2453,9/15/2020 22:00:00,6.59309105
user_2467,9/15/2020 15:00:00,1.91223238
user_2469,9/15/2020 22:00:00,8.586016555
user_2475,9/15/2020 22:00:00,9.570527577
user_2480,9/15/2020 23:00:00,0.9231366303
user_2482,9/15/2020 19:00:00,4.36035904
user_2484,9/15/2020 18:00:00,5.157912248
user_2488,9/15/2020 15:00:00,7.836900895
user_2494,9/15/2020 4:00:00,4.992232633
user_2498,9/15/2020 6:00:00,5.282396949
user_250,9/15/2020 14:00:00,0.7423264629
user_2510,9/15/2020 17:00:00,8.271749878
user_2515,9/15/2020 3:00:00,3.020355912
user_2526,9/15/2020 8:00:00,6.731641837
user_2529,9/15/2020 5:00:00,3.865585297
user_2532,9/15/2020 10:00:00,8.792397488
user_2533,9/15/2020 22:00:00,7.719956757
user_2535,9/15/2020 22:00:00,5.683099599
user_2539,9/15/2020 11:00:00,9.86161803
user_254,9/15/2020 2:00:00,6.746894182
user_2542,9/15/2020 13:00:00,7.328947914
user_2543,9/15/2020 10:00:00,1.325668367
user_2546,9/15/2020 14:00:00,3.910792077
user_2550,9/15/2020 14:00:00,1.783311341
user_2555,9/15/2020 7:00:00,1.651005667
user_2560,9/15/2020 20:00:00,6.837781263
user_2561,9/15/2020 20:00:00,2.503325277
user_2565,9/15/2020 13:00:00,0.2186377526
user_2569,9/15/2020 17:00:00,4.543671716
user_26,9/15/2020 10:00:00,4.55428645
user_260,9/15/2020 1:00:00,2.549992646
user_2612,9/15/2020 14:00:00,9.448849135
user_2617,9/15/2020 17:00:00,6.124825261
user_2626,9/15/2020 1:00:00,0.5905435872
user_263,9/15/2020 6:00:00,3.974174695
user_2637,9/15/2020 13:00:00,0.1311634856
user_2640,9/15/2020 15:00:00,7.860673025
user_2644,9/15/2020 14:00:00,8.710418915
user_2655,9/15/2020 14:00:00,7.293119053
user_2660,9/15/2020 23:00:00,4.621457338
user_2664,9/15/2020 2:00:00,7.653481965
user_2666,9/15/2020 17:00:00,3.508063658
user_2682,9/15/2020 5:00:00,2.432617762
user_2683,9/15/2020 8:00:00,2.464264708
user_2685,9/15/2020 12:00:00,0.06485694105
user_269,9/15/2020 4:00:00,9.819064034
user_2691,9/15/2020 10:00:00,8.818129728
user_2703,9/15/2020 15:00:00,7.609737911
user_2706,9/15/2020 5:00:00,8.890446004
user_2708,9/15/2020 17:00:00,8.684756468
user_2709,9/15/2020 7:00:00,9.646706893
user_2715,9/15/2020 22:00:00,7.47139924
user_2719,9/15/2020 23:00:00,5.444532346
user_2731,9/15/2020 21:00:00,0.1641986275
user_2737,9/15/2020 8:00:00,5.167909882
user_2738,9/15/2020 10:00:00,0.9404693406
user_2750,9/15/2020 2:00:00,6.118050069
user_2754,9/15/2020 4:00:00,9.821498067
user_2760,9/15/2020 2:00:00,0.7882261103
user_278,9/15/2020 13:00:00,1.037006277
user_2780,9/15/2020 11:00:00,7.041139631
user_279,9/15/2020 4:00:00,8.811896676
user_2812,9/15/2020 16:00:00,5.862334772
user_2815,9/15/2020 4:00:00,8.005047924
user_2817,9/15/2020 18:00:00,2.011437906
user_2836,9/15/2020 13:00:00,7.148217327
user_2852,9/15/2020 15:00:00,8.145887496
user_2853,9/15/2020 22:00:00,0.3483989565
user_2856,9/15/2020 9:00:00,2.241872864
user_2864,9/15/2020 22:00:00,5.949976597
user_2871,9/15/2020 21:00:00,7.058304486
user_2876,9/15/2020 15:00:00,4.555659203
user_2877,9/15/2020 15:00:00,2.936814722
user_2889,9/15/2020 21:00:00,7.260677107
user_2894,9/15/2020 17:00:00,6.140410296
user_2897,9/15/2020 12:00:00,9.077543409
user_2899,9/15/2020 22:00:00,2.223010857
user_2901,9/15/2020 20:00:00,9.364490242
user_2902,9/15/2020 16:00:00,1.390567619
user_2916,9/15/2020 15:00:00,4.496493495
user_2934,9/15/2020 3:00:00,2.541811188
user_2941,9/15/2020 23:00:00,1.441748193
user_2944,9/15/2020 2:00:00,7.524289344
user_2949,9/15/2020 9:00:00,9.7680399
user_2953,9/15/2020 21:00:00,3.251768473
user_2955,9/15/2020 22:00:00,3.873363113
user_2956,9/15/2020 19:00:00,8.626141249
user_2958,9/15/2020 4:00:00,3.915319516
user_2959,9/15/2020 13:00:00,5.895775236
user_2977,9/15/2020 13:00:00,9.537495529
user_2978,9/15/2020 22:00:00,3.149071841
user_2981,9/15/2020 13:00:00,3.62261472
user_2984,9/15/2020 16:00:00,0.354480609
user_2999,9/15/2020 23:00:00,7.037502064
user_3,9/15/2020 23:00:00,5.765143007
user_3003,9/15/2020 20:00:00,9.800724012
user_301,9/15/2020 1:00:00,0.9378021657
user_3018,9/15/2020 21:00:00,8.958384975
user_302,9/15/2020 18:00:00,0.1829475864
user_3020,9/15/2020 10:00:00,0.3864381967
user_3023,9/15/2020 18:00:00,6.358932664
user_3028,9/15/2020 0:00:00,6.969681561
user_3054,9/15/2020 22:00:00,7.720846888
user_306,9/15/2020 11:00:00,2.390335932
user_3064,9/15/2020 18:00:00,6.490316432
user_3071,9/15/2020 11:00:00,0.8759256878
user_3081,9/15/2020 5:00:00,6.161472224
user_3083,9/15/2020 1:00:00,3.521580838
user_3088,9/15/2020 13:00:00,1.818647309
user_3092,9/15/2020 9:00:00,0.5615191586
user_3097,9/15/2020 17:00:00,2.211775114
user_3099,9/15/2020 13:00:00,2.595341802
user_3101,9/15/2020 23:00:00,8.596019743
user_3104,9/15/2020 1:00:00,8.185058681
user_3111,9/15/2020 5:00:00,8.75423165
user_3112,9/15/2020 7:00:00,8.367919039
user_3118,9/15/2020 20:00:00,3.826943833
user_3121,9/15/2020 20:00:00,2.948855678
user_3128,9/15/2020 9:00:00,4.998638206
user_3133,9/15/2020 19:00:00,8.446610304
user_3140,9/15/2020 11:00:00,9.436012044
user_3141,9/15/2020 8:00:00,2.302605705
user_3142,9/15/2020 11:00:00,3.630261555
user_3145,9/15/2020 21:00:00,3.485803169
user_3146,9/15/2020 11:00:00,4.228578923
user_3148,9/15/2020 19:00:00,1.535850363
user_3167,9/15/2020 9:00:00,4.098936691
user_3168,9/15/2020 22:00:00,7.007733242
user_3169,9/15/2020 16:00:00,5.58690576
user_3180,9/15/2020 8:00:00,8.372090246
user_3188,9/15/2020 13:00:00,5.305033163
user_3192,9/15/2020 23:00:00,7.875801644
user_3209,9/15/2020 1:00:00,0.2367831197
user_3211,9/15/2020 10:00:00,0.3981052367
user_3213,9/15/2020 23:00:00,4.112035943
user_3214,9/15/2020 15:00:00,0.700299042
user_3219,9/15/2020 6:00:00,4.874739204
user_3224,9/15/2020 16:00:00,0.9452417426
user_3229,9/15/2020 13:00:00,8.351821444
user_3248,9/15/2020 7:00:00,9.270832677
user_3254,9/15/2020 10:00:00,2.963506511
user_3255,9/15/2020 20:00:00,3.385129608
user_3259,9/15/2020 21:00:00,4.28752839
user_3260,9/15/2020 5:00:00,9.48671125
user_3261,9/15/2020 5:00:00,3.583506158
user_3263,9/15/2020 17:00:00,4.710498473
user_3267,9/15/2020 12:00:00,8.860262758
user_3270,9/15/2020 3:00:00,1.195994706
user_3273,9/15/2020 15:00:00,1.870683521
user_3281,9/15/2020 14:00:00,6.742457826
user_3284,9/15/2020 6:00:00,6.469691691
user_3286,9/15/2020 7:00:00,2.855861248
user_3290,9/15/2020 14:00:00,8.276108977
user_3294,9/15/2020 14:00:00,7.338819384
user_33,9/15/2020 15:00:00,8.524919631
user_330,9/15/2020 3:00:00,8.991412335
user_3319,9/15/2020 7:00:00,5.650331156
user_332,9/15/2020 4:00:00,4.573733246
user_3320,9/15/2020 11:00:00,1.550861802
user_3328,9/15/2020 22:00:00,8.056971761
user_333,9/15/2020 4:00:00,8.985555693
user_3333,9/15/2020 20:00:00,4.017118309
user_3335,9/15/2020 21:00:00,6.246661934
user_3343,9/15/2020 19:00:00,7.493404676
user_3346,9/15/2020 0:00:00,2.541293332
user_3349,9/15/2020 20:00:00,2.963070547
user_3354,9/15/2020 19:00:00,5.566526476
user_3355,9/15/2020 11:00:00,3.526921022
user_3358,9/15/2020 15:00:00,3.034204539
user_3369,9/15/2020 11:00:00,5.739631364
user_337,9/15/2020 4:00:00,4.629677612
user_3383,9/15/2020 4:00:00,5.569293175
user_3385,9/15/2020 17:00:00,5.590442142
user_3391,9/15/2020 16:00:00,1.078008224
user_3395,9/15/2020 13:00:00,9.064955971
user_3401,9/15/2020 12:00:00,8.956360838
user_341,9/15/2020 18:00:00,1.238875103
user_3414,9/15/2020 21:00:00,5.927534022
user_3423,9/15/2020 3:00:00,1.256926926
user_3425,9/15/2020 15:00:00,5.201158104
user_3428,9/15/2020 9:00:00,0.866151151
user_3433,9/15/2020 6:00:00,0.07336557902
user_3434,9/15/2020 22:00:00,5.884182985
user_3443,9/15/2020 11:00:00,5.939941625
user_345,9/15/2020 4:00:00,0.7596361558
user_3459,9/15/2020 19:00:00,2.447114712
user_3460,9/15/2020 8:00:00,7.126850169
user_3463,9/15/2020 4:00:00,5.313860275
user_3464,9/15/2020 15:00:00,9.131848962
user_347,9/15/2020 2:00:00,3.11631416
user_3471,9/15/2020 18:00:00,9.969143438
user_3487,9/15/2020 14:00:00,5.655955619
user_3503,9/15/2020 0:00:00,1.350080796
user_3524,9/15/2020 9:00:00,4.596823304
user_3535,9/15/2020 17:00:00,7.134143764
user_3536,9/15/2020 15:00:00,3.042634571
user_3544,9/15/2020 18:00:00,3.987472835
user_3550,9/15/2020 8:00:00,2.352978489
user_3555,9/15/2020 23:00:00,1.361789913
user_3556,9/15/2020 23:00:00,2.520712186
user_3559,9/15/2020 19:00:00,4.266906188
user_3560,9/15/2020 14:00:00,7.133501845
user_3561,9/15/2020 22:00:00,9.977416876
user_3564,9/15/2020 18:00:00,7.635573986
user_3566,9/15/2020 16:00:00,1.98662487
user_3571,9/15/2020 4:00:00,1.136877311
user_3573,9/15/2020 3:00:00,4.996992587
user_3580,9/15/2020 4:00:00,5.262957236
user_3588,9/15/2020 20:00:00,5.596605482
user_3591,9/15/2020 18:00:00,5.90811434
user_3594,9/15/2020 1:00:00,7.376537869
user_360,9/15/2020 15:00:00,4.686312652
user_3600,9/15/2020 12:00:00,2.737252845
user_3606,9/15/2020 16:00:00,2.339517874
user_3613,9/15/2020 19:00:00,8.43703802
user_3623,9/15/2020 18:00:00,9.363647754
user_3624,9/15/2020 6:00:00,8.257087318
user_3629,9/15/2020 12:00:00,2.181284663
user_3636,9/15/2020 1:00:00,4.982488463
user_3639,9/15/2020 3:00:00,0.892221396
user_3651,9/15/2020 16:00:00,9.493662618
user_3655,9/15/2020 22:00:00,6.063456802
user_3659,9/15/2020 12:00:00,7.177539239
user_3661,9/15/2020 3:00:00,7.306396979
user_3668,9/15/2020 8:00:00,9.432034465
user_3670,9/15/2020 17:00:00,5.188956489
user_3673,9/15/2020 14:00:00,9.862534096
user_3678,9/15/2020 2:00:00,2.033429289
user_3680,9/15/2020 1:00:00,3.247675455
user_3685,9/15/2020 12:00:00,2.578138045
user_3690,9/15/2020 23:00:00,8.657569495
user_3691,9/15/2020 1:00:00,5.583899948
user_3695,9/15/2020 8:00:00,2.695813638
user_3698,9/15/2020 6:00:00,5.028489462
user_37,9/15/2020 4:00:00,1.94352323
user_3703,9/15/2020 20:00:00,9.367981841
user_371,9/15/2020 15:00:00,5.82674458
user_3710,9/15/2020 22:00:00,8.798823491
user_3711,9/15/2020 1:00:00,8.606832453
user_3723,9/15/2020 7:00:00,9.905653539
user_3734,9/15/2020 15:00:00,6.586751395
user_3739,9/15/2020 3:00:00,0.4355005005
user_3742,9/15/2020 7:00:00,9.296131012
user_3746,9/15/2020 20:00:00,2.138450558
user_3754,9/15/2020 7:00:00,0.006840956208
user_3758,9/15/2020 9:00:00,9.128924842
user_3763,9/15/2020 3:00:00,5.86267993
user_3766,9/15/2020 11:00:00,2.552282149
user_3768,9/15/2020 15:00:00,3.886583618
user_3770,9/15/2020 19:00:00,8.521765885
user_3772,9/15/2020 19:00:00,9.642856389
user_3774,9/15/2020 19:00:00,6.385304145
user_3776,9/15/2020 21:00:00,7.147923116
user_3777,9/15/2020 18:00:00,3.986052293
user_3781,9/15/2020 3:00:00,4.289792548
user_3786,9/15/2020 17:00:00,8.321783938
user_3803,9/15/2020 4:00:00,8.363898322
user_3804,9/15/2020 6:00:00,6.044494726
user_3808,9/15/2020 6:00:00,2.972586669
user_3812,9/15/2020 4:00:00,2.762355402
user_3817,9/15/2020 17:00:00,5.359802307
user_3819,9/15/2020 6:00:00,1.832092692
user_3820,9/15/2020 22:00:00,2.935331956
user_3821,9/15/2020 18:00:00,8.013006043
user_3822,9/15/2020 16:00:00,8.239375934
user_3823,9/15/2020 16:00:00,4.277287745
user_3825,9/15/2020 12:00:00,2.644543021
user_3827,9/15/2020 23:00:00,8.549596411
user_3830,9/15/2020 3:00:00,3.706214873
user_3831,9/15/2020 20:00:00,3.027625643
user_3833,9/15/2020 3:00:00,8.052381409
user_3839,9/15/2020 19:00:00,0.8916665828
user_3849,9/15/2020 19:00:00,8.130647314
user_3850,9/15/2020 21:00:00,2.053092058
user_386,9/15/2020 22:00:00,4.864416969
user_3862,9/15/2020 11:00:00,1.558732248
user_3863,9/15/2020 0:00:00,0.4549160436
user_3865,9/15/2020 23:00:00,6.330995688
user_3885,9/15/2020 5:00:00,3.124482537
user_3886,9/15/2020 4:00:00,0.0842307546
user_3887,9/15/2020 9:00:00,3.734576876
user_3889,9/15/2020 7:00:00,4.049466539
user_389,9/15/2020 0:00:00,8.91551292
user_3891,9/15/2020 1:00:00,6.126729188
user_3895,9/15/2020 22:00:00,5.88160653
user_3901,9/15/2020 21:00:00,1.362349227
user_3903,9/15/2020 14:00:00,5.524085454
user_3905,9/15/2020 7:00:00,7.34495741
user_3907,9/15/2020 17:00:00,6.004785025
user_3919,9/15/2020 8:00:00,3.886468699
user_392,9/15/2020 8:00:00,3.027707165
user_3926,9/15/2020 11:00:00,3.89268695
user_3929,9/15/2020 8:00:00,2.63550438
user_3940,9/15/2020 10:00:00,2.852949485
user_3945,9/15/2020 2:00:00,0.9377211762
user_3950,9/15/2020 21:00:00,6.141425279
user_3952,9/15/2020 21:00:00,4.082222857
user_3953,9/15/2020 9:00:00,4.107476533
user_3965,9/15/2020 4:00:00,3.267037419
user_397,9/15/2020 17:00:00,4.553349248
user_3974,9/15/2020 15:00:00,9.174374766
user_3979,9/15/2020 7:00:00,5.000082582
user_398,9/15/2020 7:00:00,9.19071088
user_3987,9/15/2020 12:00:00,4.503856368
user_3995,9/15/2020 13:00:00,8.736610165
user_4,9/15/2020 22:00:00,7.613256927
user_4002,9/15/2020 20:00:00,5.328734465
user_401,9/15/2020 8:00:00,4.292564356
user_4012,9/15/2020 8:00:00,4.276830671
user_4015,9/15/2020 12:00:00,6.747867193
user_4016,9/15/2020 16:00:00,7.604222978
user_4035,9/15/2020 9:00:00,1.583541866
user_4050,9/15/2020 21:00:00,0.5765519645
user_4055,9/15/2020 3:00:00,7.61959433
user_4059,9/15/2020 1:00:00,1.616509139
user_4063,9/15/2020 21:00:00,2.080008076
user_4068,9/15/2020 17:00:00,3.139716336
